ONS ID,ONS region ID,Constituency,County name,Region name,Country name,Constituency type,Declaration time,MemberFirstName,MemberSurname,Member gender,Result,First party,Second party,Electorate,Valid votes,Invalid votes,WinningVotes,WinningShare,Majority,Con,Lab,LD,BRX,Green,SNP,PC,DUP,SF,SDLP,UUP,APNI,All other candidates,Of which other winner
N06000006,N92000002,East Londonderry,Northern Ireland,Northern Ireland,Northern Ireland,County,13/12/2019 03:01,Gregory,Campbell,Male,DUP hold,DUP,SDLP,"69,246","39,302",193,"15,765",40.1%,"9,607",0,0,0,0,0,0,0,"15,765","6,128","6,158","3,599","5,921","1,731",0
S14000020,S92000003,East Lothian,Scotland,Scotland,Scotland,County,13/12/2019 02:57,Kenny,MacAskill,Male,SNP gain from Lab,SNP,Lab,"81,600","58,513",114,"21,156",36.2%,"3,886","15,523","17,270","4,071",0,0,"21,156",0,0,0,0,0,0,493,0
S14000021,S92000003,East Renfrewshire,Scotland,Scotland,Scotland,County,13/12/2019 03:04,Kirsten,Oswald,Female,SNP gain from Con,SNP,Con,"72,232","55,357",176,"24,877",44.9%,"5,426","19,451","6,855","4,174",0,0,"24,877",0,0,0,0,0,0,0,0
E14000681,E12000008,East Surrey,Surrey,South East,England,County,13/12/2019 03:16,Claire,Coutinho,Female,Con hold,Con,LD,"83,148","59,690",235,"35,624",59.7%,"24,040","35,624","8,247","11,584",0,"2,340",0,0,0,0,0,0,0,"1,895",0
E14000682,E12000008,East Worthing and Shoreham,West Sussex,South East,England,County,13/12/2019 04:51,Tim,Loughton,Male,Con hold,Con,Lab,"75,194","53,128",188,"27,107",51.0%,"7,474","27,107","19,633","4,127",0,"2,006",0,0,0,0,0,0,0,255,0
E14000683,E12000003,East Yorkshire,Humberside,Yorkshire and The Humber,England,County,13/12/2019 03:19,Greg,Knight,Male,Con hold,Con,Lab,"80,923","52,769",205,"33,988",64.4%,"22,787","33,988","11,201","4,219",0,"1,675",0,0,0,0,0,0,0,"1,686",0
E14000686,E12000002,Eddisbury,Cheshire,North West,England,County,13/12/2019 03:28,Edward,Timpson,Male,Con hold,Con,Lab,"73,700","52,971",143,"30,095",56.8%,"18,443","30,095","11,652","9,582",0,"1,191",0,0,0,0,0,0,0,451,0
S14000022,S92000003,Edinburgh East,Scotland,Scotland,Scotland,Burgh,13/12/2019 04:34,Tommy,Sheppard,Male,SNP hold,SNP,Lab,"69,424","47,815",142,"23,165",48.4%,"10,417","6,549","12,748","3,289",0,"2,064","23,165",0,0,0,0,0,0,0,0
S14000023,S92000003,Edinburgh North and Leith,Scotland,Scotland,Scotland,Burgh,13/12/2019 04:43,Deidre,Brock,Female,SNP hold,SNP,Lab,"81,336","59,344",105,"25,925",43.7%,"12,808","11,000","13,117","6,635",558,"1,971","25,925",0,0,0,0,0,0,138,0
S14000024,S92000003,Edinburgh South,Scotland,Scotland,Scotland,Burgh,13/12/2019 04:22,Ian,Murray,Male,Lab hold,Lab,SNP,"66,188","49,732",122,"23,745",47.7%,"11,095","8,161","23,745","3,819",0,"1,357","12,650",0,0,0,0,0,0,0,0
S14000025,S92000003,Edinburgh South West,Scotland,Scotland,Scotland,Burgh,13/12/2019 04:11,Joanna,Cherry,Female,SNP hold,SNP,Con,"73,501","52,131",91,"24,830",47.6%,"11,982","12,848","7,478","4,971",625,"1,265","24,830",0,0,0,0,0,0,114,0
S14000026,S92000003,Edinburgh West,Scotland,Scotland,Scotland,Burgh,13/12/2019 04:52,Christine,Jardine,Female,LD hold,LD,SNP,"72,507","54,533",124,"21,766",39.9%,"3,769","9,283","4,460","21,766",0,"1,027","17,997",0,0,0,0,0,0,0,0
E14000687,E12000007,Edmonton,London,London,England,Borough,13/12/2019 02:55,Kate,Osamor,Female,Lab hold,Lab,Con,"65,747","40,341",148,"26,217",65.0%,"16,015","10,202","26,217","2,145",840,862,0,0,0,0,0,0,0,75,0
E14000688,E12000002,Ellesmere Port and Neston,Cheshire,North West,England,County,13/12/2019 05:26,Justin,Madders,Male,Lab hold,Lab,Con,"70,327","48,746",128,"26,001",53.3%,"8,764","17,237","26,001","2,406","2,138",964,0,0,0,0,0,0,0,0,0
E14000689,E12000003,Elmet and Rothwell,West Yorkshire,Yorkshire and The Humber,England,County,13/12/2019 04:15,Alec,Shelbrooke,Male,Con hold,Con,Lab,"80,957","58,225",187,"33,726",57.9%,"17,353","33,726","16,373","5,155",0,"1,775",0,0,0,0,0,0,0,"1,196",0
E14000690,E12000007,Eltham,London,London,England,Borough,13/12/2019 03:15,Clive,Efford,Male,Lab hold,Lab,Con,"64,086","43,689",114,"20,550",47.0%,"3,197","17,353","20,550","2,941","1,523","1,322",0,0,0,0,0,0,0,0,0
E14000691,E12000007,Enfield North,London,London,England,Borough,13/12/2019 04:11,Feryal,Clark,Female,Lab hold,Lab,Con,"68,301","45,050",132,"23,340",51.8%,"6,492","16,848","23,340","2,950",797,"1,115",0,0,0,0,0,0,0,0,0
E14000692,E12000007,"Enfield, Southgate",London,London,England,Borough,13/12/2019 03:55,Bambos,Charalambous,Male,Lab hold,Lab,Con,"65,525","47,276",127,"22,923",48.5%,"4,450","18,473","22,923","4,344",494,"1,042",0,0,0,0,0,0,0,0,0
E14000693,E12000006,Epping Forest,Essex,East of England,England,County,13/12/2019 02:10,Eleanor,Laing,Female,Con hold,Con,Lab,"74,304","50,268",269,"32,364",64.4%,"22,173","32,364","10,191","5,387",0,"1,975",0,0,0,0,0,0,0,351,0
E14000694,E12000008,Epsom and Ewell,Surrey,South East,England,Borough,13/12/2019 03:45,Chris,Grayling,Male,Con hold,Con,LD,"81,138","59,451",254,"31,819",53.5%,"17,873","31,819","10,226","13,946",0,"2,047",0,0,0,0,0,0,0,"1,413",0
E14000695,E12000004,Erewash,Derbyshire,East Midlands,England,County,13/12/2019 03:09,Maggie,Throup,Female,Con hold,Con,Lab,"72,523","48,814",168,"27,560",56.5%,"10,606","27,560","16,954","2,487",0,"1,115",0,0,0,0,0,0,0,698,0
E14000696,E12000007,Erith and Thamesmead,London,London,England,Borough,13/12/2019 03:16,Abena,Oppong-Asare,Female,Lab hold,Lab,Con,"65,399","41,384",115,"19,882",48.0%,"3,758","16,124","19,882","1,984","2,246",876,0,0,0,0,0,0,0,272,0
E14000697,E12000008,Esher and Walton,Surrey,South East,England,Borough,13/12/2019 03:17,Dominic,Raab,Male,Con hold,Con,LD,"81,184","63,084",163,"31,132",49.4%,"2,743","31,132","2,838","28,389",0,0,0,0,0,0,0,0,0,725,0
E14000698,E12000009,Exeter,Devon,South West,England,Borough,13/12/2019 03:47,Ben,Bradshaw,Male,Lab hold,Lab,Con,"82,054","56,192",221,"29,882",53.2%,"10,403","19,479","29,882",0,"1,428","4,838",0,0,0,0,0,0,0,565,0
S14000028,S92000003,Falkirk,Scotland,Scotland,Scotland,County,13/12/2019 03:56,John,McNally,Male,SNP hold,SNP,Con,"84,472","55,872",217,"29,351",52.5%,"14,948","14,403","6,243","3,990",0,"1,885","29,351",0,0,0,0,0,0,0,0
E14000699,E12000008,Fareham,Hampshire,South East,England,County,13/12/2019 02:06,Suella,Braverman,Female,Con hold,Con,Lab,"78,337","57,250",286,"36,459",63.7%,"26,086","36,459","10,373","8,006",0,"2,412",0,0,0,0,0,0,0,0,0
E14000700,E12000008,Faversham and Mid Kent,Kent,South East,England,County,13/12/2019 03:40,Helen,Whately,Female,Con hold,Con,Lab,"73,403","50,394",189,"31,864",63.2%,"21,976","31,864","9,888","6,170",0,"2,103",0,0,0,0,0,0,0,369,0
E14000701,E12000007,Feltham and Heston,London,London,England,Borough,13/12/2019 04:13,Seema,Malhotra,Female,Lab hold,Lab,Con,"80,934","47,811",146,"24,876",52.0%,"7,859","17,017","24,876","3,127","1,658","1,133",0,0,0,0,0,0,0,0,0
N06000007,N92000002,Fermanagh and South Tyrone,Northern Ireland,Northern Ireland,Northern Ireland,County,13/12/2019 06:59,Michelle,Gildernew,Female,SF hold,SF,UUP,"72,848","50,762",324,"21,986",43.3%,57,0,0,0,0,0,0,0,0,"21,986","3,446","21,929","2,650",751,0
E14000702,E12000009,Filton and Bradley Stoke,Avon,South West,England,County,13/12/2019 03:59,Jack,Lopresti,Male,Con hold,Con,Lab,"74,016","53,752",194,"26,293",48.9%,"5,646","26,293","20,647","4,992",0,"1,563",0,0,0,0,0,0,0,257,0
E14000703,E12000007,Finchley and Golders Green,London,London,England,Borough,13/12/2019 05:05,Mike,Freer,Male,Con hold,Con,LD,"77,573","55,109",213,"24,162",43.8%,"6,562","24,162","13,347","17,600",0,0,0,0,0,0,0,0,0,0,0
E14000704,E12000008,Folkestone and Hythe,Kent,South East,England,County,13/12/2019 02:41,Damian,Collins,Male,Con hold,Con,Lab,"88,272","59,005",260,"35,483",60.1%,"21,337","35,483","14,146","5,755",0,"2,706",0,0,0,0,0,0,0,915,0
E14000705,E12000009,Forest Of Dean,Gloucestershire,South West,England,County,13/12/2019 03:01,Mark,Harper,Male,Con hold,Con,Lab,"71,438","51,475",230,"30,680",59.6%,"15,869","30,680","14,811",0,0,"4,681",0,0,0,0,0,0,0,"1,303",0
N06000008,N92000002,Foyle,Northern Ireland,Northern Ireland,Northern Ireland,County,13/12/2019 04:13,Colum,Eastwood,Male,SDLP gain from SF,SDLP,SF,"74,346","47,144",226,"26,881",57.0%,"17,110",0,0,0,0,0,0,0,"4,773","9,771","26,881","1,088","1,267","3,364",0
E14000706,E12000002,Fylde,Lancashire,North West,England,County,13/12/2019 01:21,Mark,Menzies,Male,Con hold,Con,Lab,"66,847","46,659",162,"28,432",60.9%,"16,611","28,432","11,821","3,748",0,"1,731",0,0,0,0,0,0,0,927,0
E14000707,E12000004,Gainsborough,Lincolnshire,East Midlands,England,County,13/12/2019 03:35,Edward,Leigh,Male,Con hold,Con,Lab,"76,343","51,046",259,"33,893",66.4%,"22,967","33,893","10,926","5,157",0,0,0,0,0,0,0,0,0,"1,070",0
E14000708,E12000002,Garston and Halewood,Merseyside,North West,England,Borough,13/12/2019 02:25,Maria,Eagle,Female,Lab hold,Lab,Con,"76,116","53,326",147,"38,578",72.3%,"31,624","6,954","38,578","3,324","2,943","1,183",0,0,0,0,0,0,0,344,0
E14000709,E12000001,Gateshead,Tyne and Wear,North East,England,Borough,13/12/2019 01:41,Ian,Mearns,Male,Lab hold,Lab,Con,"64,449","38,145",221,"20,450",53.6%,"7,200","13,250","20,450","2,792",0,"1,653",0,0,0,0,0,0,0,0,0
E14000710,E12000004,Gedling,Nottinghamshire,East Midlands,England,County,13/12/2019 03:13,Tom,Randall,Male,Con gain from Lab,Con,Lab,"71,336","49,953",144,"22,718",45.5%,679,"22,718","22,039","2,279","1,820","1,097",0,0,0,0,0,0,0,0,0
E14000711,E12000008,Gillingham and Rainham,Kent,South East,England,Borough,13/12/2019 04:40,Rehman,Chishti,Male,Con hold,Con,Lab,"73,549","45,958",138,"28,173",61.3%,"15,119","28,173","13,054","2,503",0,"1,043",0,0,0,0,0,0,0,"1,185",0
S14000029,S92000003,Glasgow Central,Scotland,Scotland,Scotland,Burgh,13/12/2019 04:09,Alison,Thewliss,Female,SNP hold,SNP,Lab,"69,230","40,105",153,"19,750",49.2%,"6,474","3,698","13,276","1,952",0,"1,429","19,750",0,0,0,0,0,0,0,0
S14000030,S92000003,Glasgow East,Scotland,Scotland,Scotland,Burgh,13/12/2019 03:40,David,Linden,Male,SNP hold,SNP,Lab,"67,381","38,483",102,"18,357",47.7%,"5,566","5,709","12,791","1,626",0,0,"18,357",0,0,0,0,0,0,0,0
S14000031,S92000003,Glasgow North,Scotland,Scotland,Scotland,Burgh,13/12/2019 03:25,Patrick,Grady,Male,SNP hold,SNP,Lab,"57,130","36,191",84,"16,982",46.9%,"5,601","3,806","11,381","2,394",320,"1,308","16,982",0,0,0,0,0,0,0,0
S14000032,S92000003,Glasgow North East,Scotland,Scotland,Scotland,Burgh,13/12/2019 03:57,Anne,McLaughlin,Female,SNP gain from Lab Coop,SNP,Lab,"61,075","33,925",116,"15,911",46.9%,"2,548","3,558","13,363","1,093",0,0,"15,911",0,0,0,0,0,0,0,0
S14000033,S92000003,Glasgow North West,Scotland,Scotland,Scotland,Burgh,13/12/2019 03:48,Carol,Monaghan,Female,SNP hold,SNP,Lab,"63,402","39,735",180,"19,678",49.5%,"8,359","6,022","11,319","2,716",0,0,"19,678",0,0,0,0,0,0,0,0
S14000034,S92000003,Glasgow South,Scotland,Scotland,Scotland,Burgh,13/12/2019 04:15,Stewart Malcolm,McDonald,Male,SNP hold,SNP,Lab,"70,891","47,443",80,"22,829",48.1%,"9,005","6,237","13,824","2,786",516,"1,251","22,829",0,0,0,0,0,0,0,0
S14000035,S92000003,Glasgow South West,Scotland,Scotland,Scotland,Burgh,13/12/2019 04:03,Chris,Stephens,Male,SNP hold,SNP,Lab,"64,575","36,847",76,"17,643",47.9%,"4,900","4,224","12,743","1,435",802,0,"17,643",0,0,0,0,0,0,0,0
S14000036,S92000003,Glenrothes,Scotland,Scotland,Scotland,County,13/12/2019 03:44,Peter,Grant,Male,SNP hold,SNP,Lab,"65,672","41,546",70,"21,234",51.1%,"11,757","6,920","9,477","2,639","1,276",0,"21,234",0,0,0,0,0,0,0,0
E14000712,E12000009,Gloucester,Gloucestershire,South West,England,Borough,13/12/2019 03:00,Richard,Graham,Male,Con hold,Con,Lab,"81,319","53,764",200,"29,159",54.2%,"10,277","29,159","18,882","4,338",0,"1,385",0,0,0,0,0,0,0,0,0
S14000037,S92000003,Gordon,Scotland,Scotland,Scotland,County,13/12/2019 05:14,Richard,Thomson,Male,SNP gain from Con,SNP,Con,"79,629","55,916",148,"23,885",42.7%,819,"23,066","3,052","5,913",0,0,"23,885",0,0,0,0,0,0,0,0
E14000713,E12000008,Gosport,Hampshire,South East,England,Borough,13/12/2019 03:08,Caroline,Dinenage,Female,Con hold,Con,Lab,"73,541","48,453",225,"32,226",66.5%,"23,278","32,226","8,948","5,473",0,"1,806",0,0,0,0,0,0,0,0,0
W07000046,W92000004,Gower,West Glamorgan,Wales,Wales,County,13/12/2019 02:39,Tonia,Antoniazzi,Female,Lab hold,Lab,Con,"61,762","44,482",122,"20,208",45.4%,"1,837","18,371","20,208","2,236","1,379",0,0,"2,288",0,0,0,0,0,0,0
E14000714,E12000004,Grantham and Stamford,Lincolnshire,East Midlands,England,County,13/12/2019 03:10,Gareth,Davies,Male,Con hold,Con,Lab,"81,502","56,003",305,"36,794",65.7%,"26,003","36,794","10,791","6,153",0,"2,265",0,0,0,0,0,0,0,0,0
E14000715,E12000008,Gravesham,Kent,South East,England,County,13/12/2019 04:10,Adam,Holloway,Male,Con hold,Con,Lab,"73,242","47,560",174,"29,580",62.2%,"15,581","29,580","13,999","2,584",0,"1,397",0,0,0,0,0,0,0,0,0
E14000716,E12000003,Great Grimsby,Humberside,Yorkshire and The Humber,England,Borough,13/12/2019 03:46,Lia,Nici,Female,Con gain from Lab,Con,Lab,"61,409","33,087",71,"18,150",54.9%,"7,331","18,150","10,819","1,070","2,378",514,0,0,0,0,0,0,0,156,0
E14000717,E12000006,Great Yarmouth,Norfolk,East of England,England,County,13/12/2019 03:33,Brandon,Lewis,Male,Con hold,Con,Lab,"71,957","43,462",165,"28,593",65.8%,"17,663","28,593","10,930","1,661",0,"1,064",0,0,0,0,0,0,0,"1,214",0
E14000718,E12000007,Greenwich and Woolwich,London,London,England,Borough,13/12/2019 04:02,Matthew,Pennycook,Male,Lab hold,Lab,Con,"79,997","53,120",174,"30,185",56.8%,"18,464","11,721","30,185","7,253","1,228","2,363",0,0,0,0,0,0,0,370,0
E14000719,E12000008,Guildford,Surrey,South East,England,County,13/12/2019 03:34,Angela,Richardson,Female,Con hold,Con,LD,"77,729","58,651",152,"26,317",44.9%,"3,337","26,317","4,515","22,980",0,0,0,0,0,0,0,0,0,"4,839",0
E14000720,E12000007,Hackney North and Stoke Newington,London,London,England,Borough,13/12/2019 03:43,Diane,Abbott,Female,Lab hold,Lab,Con,"92,462","56,864",244,"39,972",70.3%,"33,188","6,784","39,972","4,283",609,"4,989",0,0,0,0,0,0,0,227,0
E14000721,E12000007,Hackney South and Shoreditch,London,London,England,Borough,13/12/2019 03:48,Meg,Hillier,Female,Lab hold,Lab,Con,"89,387","54,439",182,"39,884",73.3%,"33,985","5,899","39,884","4,853",744,"2,948",0,0,0,0,0,0,0,111,0
E14000722,E12000005,Halesowen and Rowley Regis,West Midlands,West Midlands,England,Borough,13/12/2019 05:16,James,Morris,Male,Con hold,Con,Lab,"68,300","42,345",132,"25,607",60.5%,"12,074","25,607","13,533","1,738",0,934,0,0,0,0,0,0,0,533,0
E14000723,E12000003,Halifax,West Yorkshire,Yorkshire and The Humber,England,Borough,13/12/2019 04:07,Holly,Lynch,Female,Lab hold,Lab,Con,"71,887","46,458",134,"21,496",46.3%,"2,569","18,927","21,496","2,276","2,813",946,0,0,0,0,0,0,0,0,0
E14000724,E12000003,Haltemprice and Howden,Humberside,Yorkshire and The Humber,England,County,13/12/2019 02:29,David,Davis,Male,Con hold,Con,Lab,"71,083","49,779",249,"31,045",62.4%,"20,329","31,045","10,716","5,215",0,"1,764",0,0,0,0,0,0,0,"1,039",0
E14000725,E12000002,Halton,Cheshire,North West,England,County,13/12/2019 00:47,Derek,Twigg,Male,Lab hold,Lab,Con,"71,930","46,203",143,"29,333",63.5%,"18,975","10,358","29,333","1,800","3,730",982,0,0,0,0,0,0,0,0,0
E14000726,E12000007,Hammersmith,London,London,England,Borough,13/12/2019 03:10,Andy,Slaughter,Male,Lab hold,Lab,Con,"74,759","51,966",190,"30,074",57.9%,"17,847","12,227","30,074","6,947",974,"1,744",0,0,0,0,0,0,0,0,0
E14000727,E12000007,Hampstead and Kilburn,London,London,England,Borough,13/12/2019 04:25,Tulip,Siddiq,Female,Lab hold,Lab,Con,"86,571","57,385",191,"28,080",48.9%,"14,188","13,892","28,080","13,121",684,"1,608",0,0,0,0,0,0,0,0,0
E14000728,E12000004,Harborough,Leicestershire,East Midlands,England,County,13/12/2019 03:54,Neil,O'Brien,Male,Con hold,Con,Lab,"80,151","57,319",212,"31,698",55.3%,"17,278","31,698","14,420","9,103",0,"1,709",0,0,0,0,0,0,0,389,0
E14000729,E12000006,Harlow,Essex,East of England,England,County,13/12/2019 01:59,Robert,Halfon,Male,Con hold,Con,Lab,"68,078","43,354",236,"27,510",63.5%,"14,063","27,510","13,447","2,397",0,0,0,0,0,0,0,0,0,0,0
E14000730,E12000003,Harrogate and Knaresborough,North Yorkshire,Yorkshire and The Humber,England,County,13/12/2019 01:56,Andrew,Jones,Male,Con hold,Con,LD,"77,941","56,937",167,"29,962",52.6%,"9,675","29,962","5,480","20,287",0,0,0,0,0,0,0,0,0,"1,208",0
E14000731,E12000007,Harrow East,London,London,England,Borough,13/12/2019 03:22,Bob,Blackman,Male,Con hold,Con,Lab,"72,106","49,491",237,"26,935",54.4%,"8,170","26,935","18,765","3,791",0,0,0,0,0,0,0,0,0,0,0
E14000732,E12000007,Harrow West,London,London,England,Borough,13/12/2019 03:37,Gareth,Thomas,Male,Lab hold,Lab,Con,"72,464","47,922",158,"25,132",52.4%,"8,692","16,440","25,132","4,310",931,"1,109",0,0,0,0,0,0,0,0,0
E14000733,E12000001,Hartlepool,Cleveland,North East,England,Borough,13/12/2019 02:20,Mike,Hill,Male,Lab hold,Lab,Con,"70,855","41,037",119,"15,464",37.7%,"3,595","11,869","15,464","1,696","10,603",0,0,0,0,0,0,0,0,"1,405",0
E14000734,E12000006,Harwich and North Essex,Essex,East of England,England,County,13/12/2019 02:40,Bernard,Jenkin,Male,Con hold,Con,Lab,"74,153","51,963",162,"31,830",61.3%,"20,182","31,830","11,648","5,866",0,"1,945",0,0,0,0,0,0,0,674,0
E14000735,E12000008,Hastings and Rye,East Sussex,South East,England,County,13/12/2019 04:21,Sally-Ann,Hart,Female,Con hold,Con,Lab,"80,524","54,274",262,"26,896",49.6%,"4,043","26,896","22,853","3,960",0,0,0,0,0,0,0,0,0,565,0
E14000736,E12000008,Havant,Hampshire,South East,England,Borough,13/12/2019 02:02,Alan,Mak,Male,Con hold,Con,Lab,"72,103","45,959",202,"30,051",65.4%,"21,792","30,051","8,259","5,708",0,"1,597",0,0,0,0,0,0,0,344,0
E14000737,E12000007,Hayes and Harlington,London,London,England,Borough,13/12/2019 03:09,John,McDonnell,Male,Lab hold,Lab,Con,"72,357","43,994",108,"24,545",55.8%,"9,261","15,284","24,545","1,947","1,292",739,0,0,0,0,0,0,0,187,0
E14000738,E12000002,Hazel Grove,Greater Manchester,North West,England,County,13/12/2019 03:22,William,Wragg,Male,Con hold,Con,LD,"63,346","44,269",203,"21,592",48.8%,"4,423","21,592","5,508","17,169",0,0,0,0,0,0,0,0,0,0,0
E14000739,E12000006,Hemel Hempstead,Hertfordshire,East of England,England,County,13/12/2019 02:20,Mike,Penning,Male,Con hold,Con,Lab,"74,035","51,271",207,"28,968",56.5%,"14,563","28,968","14,405","6,317",0,"1,581",0,0,0,0,0,0,0,0,0
E14000740,E12000003,Hemsworth,West Yorkshire,Yorkshire and The Humber,England,County,13/12/2019 04:26,Jon,Trickett,Male,Lab hold,Lab,Con,"73,726","43,907",129,"16,460",37.5%,"1,180","15,280","16,460","1,734","5,930",916,0,0,0,0,0,0,0,"3,587",0
E14000741,E12000007,Hendon,London,London,England,Borough,13/12/2019 05:43,Matthew,Offord,Male,Con hold,Con,Lab,"82,661","55,075",133,"26,878",48.8%,"4,230","26,878","22,648","4,628",0,921,0,0,0,0,0,0,0,0,0
E14000742,E12000008,Henley,Oxfordshire,South East,England,County,13/12/2019 05:24,John,Howell,Male,Con hold,Con,LD,"76,646","58,759",281,"32,189",54.8%,"14,053","32,189","5,698","18,136",0,"2,736",0,0,0,0,0,0,0,0,0
E14000743,E12000005,Hereford and South Herefordshire,Hereford and Worcester,West Midlands,England,County,13/12/2019 03:43,Jesse,Norman,Male,Con hold,Con,Lab,"72,085","49,646",207,"30,390",61.2%,"19,686","30,390","10,704","6,181",0,"2,371",0,0,0,0,0,0,0,0,0
E14000744,E12000006,Hertford and Stortford,Hertfordshire,East of England,England,County,13/12/2019 03:49,Julie,Marson,Female,Con hold,Con,Lab,"81,765","60,094",229,"33,712",56.1%,"19,620","33,712","14,092","8,596",0,"2,705",0,0,0,0,0,0,0,989,0
E14000745,E12000006,Hertsmere,Hertfordshire,East of England,England,County,13/12/2019 02:35,Oliver,Dowden,Male,Con hold,Con,Lab,"73,971","52,203",268,"32,651",62.5%,"21,313","32,651","11,338","6,561",0,"1,653",0,0,0,0,0,0,0,0,0
E14000746,E12000001,Hexham,Northumberland,North East,England,County,13/12/2019 02:30,Guy,Opperman,Male,Con hold,Con,Lab,"61,324","46,150",180,"25,152",54.5%,"10,549","25,152","14,603","4,672",0,"1,723",0,0,0,0,0,0,0,0,0
E14000747,E12000002,Heywood and Middleton,Greater Manchester,North West,England,County,13/12/2019 02:58,Chris,Clarkson,Male,Con gain from Lab,Con,Lab,"80,162","47,488",153,"20,453",43.1%,663,"20,453","19,790","2,073","3,952","1,220",0,0,0,0,0,0,0,0,0
E14000748,E12000004,High Peak,Derbyshire,East Midlands,England,County,13/12/2019 03:15,Robert,Largan,Male,Con gain from Lab,Con,Lab,"74,265","54,173",141,"24,844",45.9%,590,"24,844","24,254","2,750","1,177","1,148",0,0,0,0,0,0,0,0,0
E14000749,E12000006,Hitchin and Harpenden,Hertfordshire,East of England,England,County,13/12/2019 04:29,Bim,Afolami,Male,Con hold,Con,LD,"76,323","58,871",266,"27,719",47.1%,"6,895","27,719","9,959","20,824",0,0,0,0,0,0,0,0,0,369,0
E14000750,E12000007,Holborn and St Pancras,London,London,England,Borough,13/12/2019 04:20,Keir,Starmer,Male,Lab hold,Lab,Con,"86,061","56,786",232,"36,641",64.5%,"27,763","8,878","36,641","7,314","1,032","2,746",0,0,0,0,0,0,0,175,0
E14000751,E12000007,Hornchurch and Upminster,London,London,England,Borough,13/12/2019 03:00,Julia,Lopez,Female,Con hold,Con,Lab,"80,765","53,974",253,"35,495",65.8%,"23,308","35,495","12,187","3,862",0,"1,920",0,0,0,0,0,0,0,510,0
E14000752,E12000007,Hornsey and Wood Green,London,London,England,Borough,13/12/2019 04:11,Catherine,West,Female,Lab hold,Lab,LD,"81,814","61,105",197,"35,126",57.5%,"19,242","6,829","35,126","15,884",763,"2,192",0,0,0,0,0,0,0,311,0
E14000753,E12000008,Horsham,West Sussex,South East,England,County,13/12/2019 06:35,Jeremy,Quin,Male,Con hold,Con,LD,"86,730","63,242",307,"35,900",56.8%,"21,127","35,900","9,424","14,773",0,"2,668",0,0,0,0,0,0,0,477,0
E14000754,E12000001,Houghton and Sunderland South,Tyne and Wear,North East,England,Borough,12/12/2019 23:29,Bridget,Phillipson,Female,Lab hold,Lab,Con,"68,835","39,811",129,"16,210",40.7%,"3,115","13,095","16,210","2,319","6,165","1,125",0,0,0,0,0,0,0,897,0
E14000755,E12000008,Hove,East Sussex,South East,England,Borough,13/12/2019 04:37,Peter,Kyle,Male,Lab hold,Lab,Con,"74,313","56,391",151,"32,876",58.3%,"17,044","15,832","32,876","3,731","1,111","2,496",0,0,0,0,0,0,0,345,0
E14000756,E12000003,Huddersfield,West Yorkshire,Yorkshire and The Humber,England,Borough,13/12/2019 04:37,Barry,Sheerman,Male,Lab hold,Lab,Con,"65,525","41,882",216,"20,509",49.0%,"4,937","15,572","20,509","2,367","1,666","1,768",0,0,0,0,0,0,0,0,0
E14000757,E12000006,Huntingdon,Cambridgeshire,East of England,England,County,13/12/2019 03:23,Jonathan,Djanogly,Male,Con hold,Con,Lab,"84,657","59,147",266,"32,386",54.8%,"19,383","32,386","13,003","9,432",0,"2,233",0,0,0,0,0,0,0,"2,093",0
E14000758,E12000002,Hyndburn,Lancashire,North West,England,Borough,13/12/2019 03:06,Sara,Britcliffe,Female,Con gain from Lab,Con,Lab,"70,842","42,406",137,"20,565",48.5%,"2,951","20,565","17,614","1,226","2,156",845,0,0,0,0,0,0,0,0,0
E14000759,E12000007,Ilford North,London,London,England,Borough,13/12/2019 04:42,Wes,Streeting,Male,Lab hold,Lab,Con,"72,973","50,114",117,"25,323",50.5%,"5,218","20,105","25,323","2,680",960,845,0,0,0,0,0,0,0,201,0
E14000760,E12000007,Ilford South,London,London,England,Borough,13/12/2019 04:32,Sam,Tarry,Male,Lab hold,Lab,Con,"84,972","53,477",178,"35,085",65.6%,"24,101","10,984","35,085","1,795","1,008",714,0,0,0,0,0,0,0,"3,891",0
S14000038,S92000003,Inverclyde,Scotland,Scotland,Scotland,County,13/12/2019 02:32,Ronnie,Cowan,Male,SNP hold,SNP,Lab,"60,622","39,903",125,"19,295",48.4%,"7,512","6,265","11,783","2,560",0,0,"19,295",0,0,0,0,0,0,0,0
S14000039,S92000003,"Inverness, Nairn, Badenoch and Strathspey",Scotland,Scotland,Scotland,County,13/12/2019 05:00,Drew,Hendry,Male,SNP hold,SNP,Con,"78,059","54,810",112,"26,247",47.9%,"10,440","15,807","4,123","5,846","1,078","1,709","26,247",0,0,0,0,0,0,0,0
E14000761,E12000006,Ipswich,Suffolk,East of England,England,Borough,13/12/2019 02:48,Tom,Hunt,Male,Con gain from Lab,Con,Lab,"75,525","49,579",116,"24,952",50.3%,"5,479","24,952","19,473","2,439","1,432","1,283",0,0,0,0,0,0,0,0,0
E14000762,E12000008,Isle Of Wight,Isle of Wight,South East,England,County,13/12/2019 04:03,Bob,Seely,Male,Con hold,Con,Lab,"113,021","74,442",247,"41,815",56.2%,"23,737","41,815","18,078",0,0,"11,338",0,0,0,0,0,0,0,"3,211",0
