ONS ID,ONS region ID,Constituency,County name,Region name,Country name,Constituency type,Declaration time,MemberFirstName,MemberSurname,Member gender,Result,First party,Second party,Electorate,Valid votes,Invalid votes,WinningVotes,WinningShare,Majority,Con,Lab,LD,BRX,Green,SNP,PC,DUP,SF,SDLP,UUP,APNI,All other candidates,Of which other winner
E14000605,E12000005,Bromsgrove,Hereford and Worcester,West Midlands,England,County,13/12/2019 03:08,Sajid,Javid,Male,Con hold,Con,Lab,"75,078","54,272",260,"34,408",63.4%,"23,106","34,408","11,302","6,779",0,"1,783",0,0,0,0,0,0,0,0,0
E14000606,E12000006,Broxbourne,Hertfordshire,East of England,England,Borough,13/12/2019 01:15,Charles,Walker,Male,Con hold,Con,Lab,"73,182","46,706",214,"30,631",65.6%,"19,807","30,631","10,824","3,970",0,"1,281",0,0,0,0,0,0,0,0,0
E14000607,E12000004,Broxtowe,Nottinghamshire,East Midlands,England,County,13/12/2019 03:37,Darren,Henry,Male,Con hold,Con,Lab,"73,052","55,272",173,"26,602",48.1%,"5,331","26,602","21,271",0,0,"1,806",0,0,0,0,0,0,0,"5,593",0
E14000608,E12000008,Buckingham,Buckinghamshire,South East,England,County,13/12/2019 05:42,Greg,Smith,Male,Con gain from Spk,Con,LD,"83,146","63,458",241,"37,035",58.4%,"20,411","37,035","7,638","16,624","1,286",0,0,0,0,0,0,0,0,875,0
E14000609,E12000002,Burnley,Lancashire,North West,England,Borough,13/12/2019 02:45,Antony,Higginbotham,Male,Con gain from Lab,Con,Lab,"64,345","38,984",91,"15,720",40.3%,"1,352","15,720","14,368","3,501","3,362",739,0,0,0,0,0,0,0,"1,294",0
E14000610,E12000005,Burton,Staffordshire,West Midlands,England,County,13/12/2019 03:14,Kate,Griffiths,Female,Con hold,Con,Lab,"75,036","48,738",212,"29,560",60.7%,"14,496","29,560","15,064","2,681",0,"1,433",0,0,0,0,0,0,0,0,0
E14000611,E12000002,Bury North,Greater Manchester,North West,England,Borough,13/12/2019 05:25,James,Daly,Male,Con gain from Lab,Con,Lab,"68,802","46,841",111,"21,660",46.2%,105,"21,660","21,555","1,584","1,240",802,0,0,0,0,0,0,0,0,0
E14000612,E12000002,Bury South,Greater Manchester,North West,England,Borough,13/12/2019 03:43,Christian,Wakeford,Male,Con gain from Lab,Con,Lab,"75,152","50,274",103,"22,034",43.8%,402,"22,034","21,632","2,315","1,672",848,0,0,0,0,0,0,0,"1,773",0
E14000613,E12000006,Bury St Edmunds,Suffolk,East of England,England,County,13/12/2019 03:31,Jo,Churchill,Female,Con hold,Con,Lab,"89,644","61,957",288,"37,770",61.0%,"24,988","37,770","12,782",0,0,"9,711",0,0,0,0,0,0,0,"1,694",0
W07000076,W92000004,Caerphilly,Gwent and Mid Glamorgan,Wales,Wales,County,13/12/2019 01:42,Wayne,David,Male,Lab hold,Lab,Con,"63,166","40,117",160,"18,018",44.9%,"6,833","11,185","18,018",0,"4,490",0,0,"6,424",0,0,0,0,0,0,0
S14000009,S92000003,"Caithness, Sutherland and Easter Ross",Scotland,Scotland,Scotland,County,13/12/2019 05:25,Jamie,Stone,Male,LD hold,LD,SNP,"46,930","31,457",61,"11,705",37.2%,204,"5,176","1,936","11,705","1,139",0,"11,501",0,0,0,0,0,0,0,0
E14000614,E12000003,Calder Valley,West Yorkshire,Yorkshire and The Humber,England,County,13/12/2019 04:46,Craig,Whittaker,Male,Con hold,Con,Lab,"79,287","57,793",273,"29,981",51.9%,"5,774","29,981","24,207","2,884",0,0,0,0,0,0,0,0,0,721,0
E14000615,E12000007,Camberwell and Peckham,London,London,England,Borough,13/12/2019 03:56,Harriet,Harman,Female,Lab hold,Lab,Con,"88,971","56,492",246,"40,258",71.3%,"33,780","6,478","40,258","5,087","1,041","3,501",0,0,0,0,0,0,0,127,0
E14000616,E12000009,Camborne and Redruth,Cornwall,South West,England,County,13/12/2019 03:03,George,Eustice,Male,Con hold,Con,Lab,"70,250","50,367",175,"26,764",53.1%,"8,700","26,764","18,064","3,504",0,"1,359",0,0,0,0,0,0,0,676,0
E14000617,E12000006,Cambridge,Cambridgeshire,East of England,England,Borough,13/12/2019 04:09,Daniel,Zeichner,Male,Lab hold,Lab,LD,"79,951","53,729",162,"25,776",48.0%,"9,639","8,342","25,776","16,137","1,041","2,164",0,0,0,0,0,0,0,269,0
E14000618,E12000005,Cannock Chase,Staffordshire,West Midlands,England,County,13/12/2019 02:19,Amanda,Milling,Female,Con hold,Con,Lab,"74,813","46,313",226,"31,636",68.3%,"19,879","31,636","11,757",0,0,"2,920",0,0,0,0,0,0,0,0,0
E14000619,E12000008,Canterbury,Kent,South East,England,County,13/12/2019 02:34,Rosemary,Duffield,Female,Lab hold,Lab,Con,"80,203","60,113",240,"29,018",48.3%,"1,836","27,182","29,018","3,408",0,0,0,0,0,0,0,0,0,505,0
W07000050,W92000004,Cardiff Central,South Glamorgan,Wales,Wales,Borough,13/12/2019 03:48,Jo,Stevens,Female,Lab hold,Lab,Con,"64,037","41,822",204,"25,605",61.2%,"17,179","8,426","25,605","6,298","1,006",0,0,0,0,0,0,0,0,487,0
W07000051,W92000004,Cardiff North,South Glamorgan,Wales,Wales,Borough,13/12/2019 04:17,Anna,McMorrin,Female,Lab hold,Lab,Con,"68,438","52,666",111,"26,064",49.5%,"6,982","19,082","26,064","3,580","1,311",820,0,"1,606",0,0,0,0,0,203,0
W07000080,W92000004,Cardiff South and Penarth,South Glamorgan,Wales,Wales,Borough,13/12/2019 03:41,Stephen,Doughty,Male,Lab hold,Lab,Con,"78,837","50,579",160,"27,382",54.1%,"12,737","14,645","27,382","2,985","1,999","1,182",0,"2,386",0,0,0,0,0,0,0
W07000079,W92000004,Cardiff West,South Glamorgan,Wales,Wales,Borough,13/12/2019 04:35,Kevin,Brennan,Male,Lab hold,Lab,Con,"68,508","46,177",144,"23,908",51.8%,"10,986","12,922","23,908","2,731","1,619","1,133",0,"3,864",0,0,0,0,0,0,0
E14000620,E12000002,Carlisle,Cumbria,North West,England,County,13/12/2019 02:09,John,Stevenson,Male,Con hold,Con,Lab,"65,105","42,873",195,"23,659",55.2%,"8,319","23,659","15,340","2,829",0,0,0,0,0,0,0,0,0,"1,045",0
W07000067,W92000004,Carmarthen East and Dinefwr,Dyfed,Wales,Wales,County,13/12/2019 03:02,Jonathan,Edwards,Male,PC hold,PC,Con,"57,419","41,002",145,"15,939",38.9%,"1,809","14,130","8,622",0,"2,311",0,0,"15,939",0,0,0,0,0,0,0
W07000066,W92000004,Carmarthen West and South Pembrokeshire,Dyfed,Wales,Wales,County,13/12/2019 04:21,Simon,Hart,Male,Con hold,Con,Lab,"59,158","42,114",146,"22,183",52.7%,"7,745","22,183","14,438","1,860",0,0,0,"3,633",0,0,0,0,0,0,0
E14000621,E12000007,Carshalton and Wallington,London,London,England,Borough,13/12/2019 05:23,Elliot,Colburn,Male,Con gain from LD,Con,LD,"72,941","49,098",125,"20,822",42.4%,629,"20,822","6,081","20,193","1,043",759,0,0,0,0,0,0,0,200,0
E14000622,E12000006,Castle Point,Essex,East of England,England,Borough,13/12/2019 03:26,Rebecca,Harris,Female,Con hold,Con,Lab,"69,608","44,277",296,"33,971",76.7%,"26,634","33,971","7,337","2,969",0,0,0,0,0,0,0,0,0,0,0
S14000010,S92000003,Central Ayrshire,Scotland,Scotland,Scotland,County,13/12/2019 04:36,Philippa,Whitford,Female,SNP hold,SNP,Con,"69,742","46,534",105,"21,486",46.2%,"5,304","16,182","6,583","2,283",0,0,"21,486",0,0,0,0,0,0,0,0
E14000623,E12000009,Central Devon,Devon,South West,England,County,13/12/2019 04:50,Mel,Stride,Male,Con hold,Con,Lab,"74,296","58,072",347,"32,095",55.3%,"17,721","32,095","14,374","8,770",0,"2,833",0,0,0,0,0,0,0,0,0
E14000624,E12000006,Central Suffolk and North Ipswich,Suffolk,East of England,England,County,13/12/2019 03:52,Dan,Poulter,Male,Con hold,Con,Lab,"80,037","56,250",274,"35,253",62.7%,"23,391","35,253","11,862","6,485",0,"2,650",0,0,0,0,0,0,0,0,0
W07000064,W92000004,Ceredigion,Dyfed,Wales,Wales,County,13/12/2019 03:23,Ben,Lake,Male,PC hold,PC,Con,"56,386","40,105",117,"15,208",37.9%,"6,329","8,879","6,317","6,975","2,063",663,0,"15,208",0,0,0,0,0,0,0
E14000625,E12000004,Charnwood,Leicestershire,East Midlands,England,County,13/12/2019 04:36,Edward,Argar,Male,Con hold,Con,Lab,"79,534","55,365",266,"35,121",63.4%,"22,397","35,121","12,724","4,856",0,"2,664",0,0,0,0,0,0,0,0,0
E14000626,E12000008,Chatham and Aylesford,Kent,South East,England,County,13/12/2019 04:50,Tracey,Crouch,Female,Con hold,Con,Lab,"71,642","43,340",159,"28,856",66.6%,"18,540","28,856","10,316","2,866",0,"1,090",0,0,0,0,0,0,0,212,0
E14000627,E12000002,Cheadle,Greater Manchester,North West,England,Borough,13/12/2019 04:22,Mary,Robinson,Female,Con hold,Con,LD,"74,577","55,903",215,"25,694",46.0%,"2,336","25,694","6,851","23,358",0,0,0,0,0,0,0,0,0,0,0
E14000628,E12000006,Chelmsford,Essex,East of England,England,Borough,13/12/2019 01:57,Vicky,Ford,Female,Con hold,Con,LD,"80,394","57,122",224,"31,934",55.9%,"17,621","31,934","10,295","14,313",0,0,0,0,0,0,0,0,0,580,0
E14000629,E12000007,Chelsea and Fulham,London,London,England,Borough,13/12/2019 03:06,Greg,Hands,Male,Con hold,Con,LD,"67,110","46,821",150,"23,345",49.9%,"11,241","23,345","10,872","12,104",0,0,0,0,0,0,0,0,0,500,0
E14000630,E12000009,Cheltenham,Gloucestershire,South West,England,Borough,13/12/2019 06:29,Alex,Chalk,Male,Con hold,Con,LD,"81,044","59,357",153,"28,486",48.0%,981,"28,486","2,921","27,505",0,0,0,0,0,0,0,0,0,445,0
E14000631,E12000008,Chesham and Amersham,Buckinghamshire,South East,England,County,13/12/2019 03:46,Cheryl,Gillan,Female,Con hold,Con,LD,"72,542","55,685",289,"30,850",55.4%,"16,223","30,850","7,166","14,627",0,"3,042",0,0,0,0,0,0,0,0,0
E14000632,E12000004,Chesterfield,Derbyshire,East Midlands,England,Borough,13/12/2019 04:23,Toby,Perkins,Male,Lab hold,Lab,Con,"71,034","45,186",136,"18,171",40.2%,"1,451","16,720","18,171","3,985","4,771","1,148",0,0,0,0,0,0,0,391,0
E14000633,E12000008,Chichester,West Sussex,South East,England,County,13/12/2019 03:59,Gillian,Keegan,Female,Con hold,Con,LD,"85,499","61,243",251,"35,402",57.8%,"21,490","35,402","9,069","13,912",0,"2,527",0,0,0,0,0,0,0,333,0
E14000634,E12000007,Chingford and Woodford Green,London,London,England,County,13/12/2019 02:30,Iain,Duncan Smith,Male,Con hold,Con,Lab,"65,393","48,444",235,"23,481",48.5%,"1,262","23,481","22,219","2,744",0,0,0,0,0,0,0,0,0,0,0
E14000635,E12000009,Chippenham,Wiltshire,South West,England,County,13/12/2019 04:00,Michelle,Donelan,Female,Con hold,Con,LD,"77,221","57,099",321,"30,994",54.3%,"11,288","30,994","6,399","19,706",0,0,0,0,0,0,0,0,0,0,0
E14000636,E12000007,Chipping Barnet,London,London,England,Borough,13/12/2019 05:34,Theresa,Villiers,Female,Con hold,Con,Lab,"79,960","57,569",193,"25,745",44.7%,"1,212","25,745","24,533","5,932",0,"1,288",0,0,0,0,0,0,0,71,0
E14000637,E12000002,Chorley,Lancashire,North West,England,County,13/12/2019 01:40,Lindsay,Hoyle,Male,Spk gain from Lab,Spk,Ind,"77,072","39,870","1,303","3,600",9.0%,"17,392",0,0,0,0,"3,600",0,0,0,0,0,0,0,"36,270","26,831"
E14000638,E12000009,Christchurch,Dorset,South West,England,County,13/12/2019 05:34,Christopher,Chope,Male,Con hold,Con,LD,"71,520","51,951",297,"33,894",65.2%,"24,617","33,894","6,568","9,277",0,"2,212",0,0,0,0,0,0,0,0,0
E14000639,E12000007,Cities Of London and Westminster,London,London,England,Borough,13/12/2019 02:58,Nickie,Aiken,Female,Con hold,Con,LD,"63,700","42,723",140,"17,049",39.9%,"3,953","17,049","11,624","13,096",0,728,0,0,0,0,0,0,0,226,0
E14000640,E12000002,City Of Chester,Cheshire,North West,England,County,13/12/2019 04:03,Christian,Matheson,Male,Lab hold,Lab,Con,"76,057","54,560",137,"27,082",49.6%,"6,164","20,918","27,082","3,734","1,388","1,438",0,0,0,0,0,0,0,0,0
E14000641,E12000001,City Of Durham,Durham,North East,England,County,13/12/2019 03:08,Mary,Foy,Female,Lab hold,Lab,Con,"71,271","48,859",175,"20,531",42.0%,"5,025","15,506","20,531","7,935","3,252","1,635",0,0,0,0,0,0,0,0,0
E14000642,E12000006,Clacton,Essex,East of England,England,County,13/12/2019 03:30,Giles,Watling,Male,Con hold,Con,Lab,"70,930","43,506",116,"31,438",72.3%,"24,702","31,438","6,736","2,541",0,"1,225",0,0,0,0,0,0,0,"1,566",0
E14000643,E12000003,Cleethorpes,Humberside,Yorkshire and The Humber,England,County,13/12/2019 03:08,Martin,Vickers,Male,Con hold,Con,Lab,"73,689","46,339",226,"31,969",69.0%,"21,418","31,969","10,551","2,535",0,"1,284",0,0,0,0,0,0,0,0,0
W07000062,W92000004,Clwyd South,Clwyd,Wales,Wales,County,13/12/2019 02:09,Simon,Baynes,Male,Con gain from Lab,Con,Lab,"53,919","36,306",110,"16,222",44.7%,"1,239","16,222","14,983","1,496","1,468",0,0,"2,137",0,0,0,0,0,0,0
W07000059,W92000004,Clwyd West,Clwyd,Wales,Wales,County,13/12/2019 02:58,David,Jones,Male,Con hold,Con,Lab,"57,714","40,203",147,"20,403",50.7%,"6,747","20,403","13,656","2,237",0,0,0,"3,907",0,0,0,0,0,0,0
S14000011,S92000003,"Coatbridge, Chryston and Bellshill",Scotland,Scotland,Scotland,Burgh,13/12/2019 03:34,Steven,Bonnar,Male,SNP gain from Lab,SNP,Lab,"72,943","48,221",121,"22,680",47.0%,"5,624","6,113","17,056","1,564",0,808,"22,680",0,0,0,0,0,0,0,0
E14000644,E12000006,Colchester,Essex,East of England,England,Borough,13/12/2019 02:34,Will,Quince,Male,Con hold,Con,Lab,"82,625","53,373",190,"26,917",50.4%,"9,423","26,917","17,494","7,432",0,"1,530",0,0,0,0,0,0,0,0,0
E14000645,E12000003,Colne Valley,West Yorkshire,Yorkshire and The Humber,England,County,13/12/2019 05:55,Jason,McCartney,Male,Con gain from Lab,Con,Lab,"84,174","60,892",228,"29,482",48.4%,"5,103","29,482","24,379","3,815","1,268","1,068",0,0,0,0,0,0,0,880,0
E14000646,E12000002,Congleton,Cheshire,North West,England,County,13/12/2019 04:58,Fiona,Bruce,Female,Con hold,Con,Lab,"80,930","57,233",193,"33,747",59.0%,"18,561","33,747","15,186","6,026",0,"1,616",0,0,0,0,0,0,0,658,0
E14000647,E12000002,Copeland,Cumbria,North West,England,County,13/12/2019 02:24,Trudy,Harrison,Female,Con hold,Con,Lab,"61,693","42,523",173,"22,856",53.7%,"5,842","22,856","17,014","1,888",0,765,0,0,0,0,0,0,0,0,0
E14000648,E12000004,Corby,Northamptonshire,East Midlands,England,County,13/12/2019 04:44,Tom,Pursglove,Male,Con hold,Con,Lab,"86,153","60,475",265,"33,410",55.2%,"10,268","33,410","23,142","3,923",0,0,0,0,0,0,0,0,0,0,0
E14000649,E12000005,Coventry North East,West Midlands,West Midlands,England,Borough,13/12/2019 04:41,Colleen,Fletcher,Female,Lab hold,Lab,Con,"76,006","44,444",127,"23,412",52.7%,"7,692","15,720","23,412","2,061","2,110","1,141",0,0,0,0,0,0,0,0,0
E14000650,E12000005,Coventry North West,West Midlands,West Midlands,England,Borough,13/12/2019 05:10,Taiwo,Owatemi,Female,Lab hold,Lab,Con,"75,247","47,744",144,"20,918",43.8%,208,"20,710","20,918","2,717","1,956","1,443",0,0,0,0,0,0,0,0,0
E14000651,E12000005,Coventry South,West Midlands,West Midlands,England,Borough,13/12/2019 04:54,Zarah,Sultana,Female,Lab hold,Lab,Con,"70,979","45,044",138,"19,544",43.4%,401,"19,143","19,544","3,398","1,432","1,092",0,0,0,0,0,0,0,435,0
E14000652,E12000008,Crawley,West Sussex,South East,England,Borough,13/12/2019 04:20,Henry,Smith,Male,Con hold,Con,Lab,"74,207","49,899",193,"27,040",54.2%,"8,360","27,040","18,680","2,728",0,"1,451",0,0,0,0,0,0,0,0,0
E14000653,E12000002,Crewe and Nantwich,Cheshire,North West,England,County,13/12/2019 04:21,Kieran,Mullan,Male,Con gain from Lab,Con,Lab,"80,321","54,032",123,"28,704",53.1%,"8,508","28,704","20,196","2,618","1,390",975,0,0,0,0,0,0,0,149,0
E14000654,E12000007,Croydon Central,London,London,England,Borough,13/12/2019 04:29,Sarah,Jones,Female,Lab hold,Lab,Con,"81,407","54,045",135,"27,124",50.2%,"5,949","21,175","27,124","3,532",999,"1,215",0,0,0,0,0,0,0,0,0
E14000655,E12000007,Croydon North,London,London,England,Borough,13/12/2019 06:02,Steve,Reed,Male,Lab hold,Lab,Con,"88,468","55,609",167,"36,495",65.6%,"24,673","11,822","36,495","4,476",839,"1,629",0,0,0,0,0,0,0,348,0
E14000656,E12000007,Croydon South,London,London,England,Borough,13/12/2019 06:33,Chris,Philp,Male,Con hold,Con,Lab,"83,982","59,358",222,"30,985",52.2%,"12,339","30,985","18,646","7,503",0,"1,782",0,0,0,0,0,0,0,442,0
S14000012,S92000003,"Cumbernauld, Kilsyth and Kirkintilloch East",Scotland,Scotland,Scotland,County,13/12/2019 03:21,Stuart C.,McDonald,Male,SNP hold,SNP,Lab,"66,079","45,686",143,"24,158",52.9%,"12,976","7,380","11,182","2,966",0,0,"24,158",0,0,0,0,0,0,0,0
W07000070,W92000004,Cynon Valley,Gwent and Mid Glamorgan,Wales,Wales,County,13/12/2019 02:46,Beth,Winter,Female,Lab hold,Lab,Con,"51,134","30,236",99,"15,533",51.4%,"8,822","6,711","15,533",949,"3,045",0,0,"2,562",0,0,0,0,0,"1,436",0
E14000657,E12000007,Dagenham and Rainham,London,London,England,Borough,13/12/2019 05:07,Jon,Cruddas,Male,Lab hold,Lab,Con,"71,045","43,735",127,"19,468",44.5%,293,"19,175","19,468","1,182","2,887",602,0,0,0,0,0,0,0,421,0
E14000658,E12000001,Darlington,Durham,North East,England,Borough,13/12/2019 01:28,Peter,Gibson,Male,Con gain from Lab,Con,Lab,"66,397","43,498",81,"20,901",48.1%,"3,294","20,901","17,607","2,097","1,544","1,057",0,0,0,0,0,0,0,292,0
E14000659,E12000008,Dartford,Kent,South East,England,County,13/12/2019 04:44,Gareth,Johnson,Male,Con hold,Con,Lab,"82,209","54,023",280,"34,006",62.9%,"19,160","34,006","14,846","3,736",0,"1,435",0,0,0,0,0,0,0,0,0
E14000660,E12000004,Daventry,Northamptonshire,East Midlands,England,County,13/12/2019 04:33,Chris,Heaton-Harris,Male,Con hold,Con,Lab,"77,423","57,403",246,"37,055",64.6%,"26,080","37,055","10,975","7,032",0,"2,341",0,0,0,0,0,0,0,0,0
W07000042,W92000004,Delyn,Clwyd,Wales,Wales,County,13/12/2019 03:21,Rob,Roberts,Male,Con gain from Lab,Con,Lab,"54,560","38,370",105,"16,756",43.7%,865,"16,756","15,891","2,346","1,971",0,0,"1,406",0,0,0,0,0,0,0
E14000661,E12000002,Denton and Reddish,Greater Manchester,North West,England,Borough,13/12/2019 04:12,Andrew,Gwynne,Male,Lab hold,Lab,Con,"66,234","38,588",106,"19,317",50.1%,"6,175","13,142","19,317","1,642","3,039","1,124",0,0,0,0,0,0,0,324,0
E14000662,E12000004,Derby North,Derbyshire,East Midlands,England,Borough,13/12/2019 04:36,Amanda,Solloway,Female,Con gain from Lab,Con,Lab,"73,199","47,017",111,"21,259",45.2%,"2,540","21,259","18,719","3,450","1,908","1,046",0,0,0,0,0,0,0,635,0
E14000664,E12000004,Derbyshire Dales,Derbyshire,East Midlands,England,County,13/12/2019 04:06,Sarah,Dines,Female,Con hold,Con,Lab,"65,080","50,016",211,"29,356",58.7%,"17,381","29,356","11,975","6,627",0,"2,058",0,0,0,0,0,0,0,0,0
E14000663,E12000004,Derby South,Derbyshire,East Midlands,England,Borough,13/12/2019 04:25,Margaret,Beckett,Female,Lab hold,Lab,Con,"73,062","42,462",137,"21,690",51.1%,"6,019","15,671","21,690","2,621","2,480",0,0,0,0,0,0,0,0,0,0
E14000665,E12000009,Devizes,Wiltshire,South West,England,County,13/12/2019 04:50,Danny,Kruger,Male,Con hold,Con,LD,"73,372","50,954",269,"32,150",63.1%,"23,993","32,150","7,838","8,157",0,"2,809",0,0,0,0,0,0,0,0,0
E14000666,E12000003,Dewsbury,West Yorkshire,Yorkshire and The Humber,England,County,13/12/2019 05:37,Mark,Eastwood,Male,Con gain from Lab,Con,Lab,"81,253","56,389",272,"26,179",46.4%,"1,561","26,179","24,618","2,406","1,874","1,060",0,0,0,0,0,0,0,252,0
E14000668,E12000003,Doncaster Central,South Yorkshire,Yorkshire and The Humber,England,Borough,13/12/2019 03:24,Rosie,Winterton,Female,Lab hold,Lab,Con,"71,389","41,581",108,"16,638",40.0%,"2,278","14,360","16,638","1,748","6,842",981,0,0,0,0,0,0,0,"1,012",0
E14000669,E12000003,Doncaster North,South Yorkshire,Yorkshire and The Humber,England,County,13/12/2019 03:07,Edward,Miliband,Male,Lab hold,Lab,Con,"72,362","40,698",95,"15,740",38.7%,"2,370","13,370","15,740","1,476","8,294",0,0,0,0,0,0,0,0,"1,818",0
E14000667,E12000003,Don Valley,South Yorkshire,Yorkshire and The Humber,England,County,13/12/2019 03:31,Nick,Fletcher,Male,Con gain from Lab,Con,Lab,"75,356","45,437",82,"19,609",43.2%,"3,630","19,609","15,979","1,907","6,247",872,0,0,0,0,0,0,0,823,0
E14000670,E12000008,Dover,Kent,South East,England,County,13/12/2019 03:05,Natalie,Elphicke,Female,Con hold,Con,Lab,"76,355","50,701",219,"28,830",56.9%,"12,278","28,830","16,552","2,895",0,"1,371",0,0,0,0,0,0,0,"1,053",0
E14000671,E12000005,Dudley North,West Midlands,West Midlands,England,Borough,13/12/2019 05:04,Marco,Longhi,Male,Con gain from Lab,Con,Lab,"61,936","36,684",156,"23,134",63.1%,"11,533","23,134","11,601","1,210",0,739,0,0,0,0,0,0,0,0,0
E14000672,E12000005,Dudley South,West Midlands,West Midlands,England,Borough,13/12/2019 04:33,Mike,Wood,Male,Con hold,Con,Lab,"60,731","36,576",163,"24,835",67.9%,"15,565","24,835","9,270","1,608",0,863,0,0,0,0,0,0,0,0,0
E14000673,E12000007,Dulwich and West Norwood,London,London,England,Borough,13/12/2019 03:55,Helen,Hayes,Female,Lab hold,Lab,Green,"80,331","55,778",236,"36,521",65.5%,"27,310","9,160","36,521",0,571,"9,211",0,0,0,0,0,0,0,315,0
S14000013,S92000003,Dumfries and Galloway,Scotland,Scotland,Scotland,County,13/12/2019 04:07,Alister,Jack,Male,Con hold,Con,SNP,"74,580","51,429",123,"22,678",44.1%,"1,805","22,678","4,745","3,133",0,0,"20,873",0,0,0,0,0,0,0,0
S14000014,S92000003,"Dumfriesshire, Clydesdale and Tweeddale",Scotland,Scotland,Scotland,County,13/12/2019 04:38,David,Mundell,Male,Con hold,Con,SNP,"68,330","49,153",142,"22,611",46.0%,"3,781","22,611","4,172","3,540",0,0,"18,830",0,0,0,0,0,0,0,0
S14000015,S92000003,Dundee East,Scotland,Scotland,Scotland,Burgh,13/12/2019 03:37,Stewart,Hosie,Male,SNP hold,SNP,Con,"66,210","45,277",134,"24,361",53.8%,"13,375","10,986","6,045","3,573",0,0,"24,361",0,0,0,0,0,0,312,0
S14000016,S92000003,Dundee West,Scotland,Scotland,Scotland,Burgh,13/12/2019 03:31,Chris,Law,Male,SNP hold,SNP,Lab,"64,431","41,579",92,"22,355",53.8%,"12,259","5,149","10,096","2,468","1,271",0,"22,355",0,0,0,0,0,0,240,0
S14000017,S92000003,Dunfermline and West Fife,Scotland,Scotland,Scotland,County,13/12/2019 04:15,Douglas,Chapman,Male,SNP hold,SNP,Lab,"76,652","53,482",130,"23,727",44.4%,"10,699","11,207","13,028","4,262",0,"1,258","23,727",0,0,0,0,0,0,0,0
W07000061,W92000004,Dwyfor Meirionnydd,Gwynedd,Wales,Wales,County,13/12/2019 02:22,Liz,Saville Roberts,Female,PC hold,PC,Con,"44,362","29,928",128,"14,447",48.3%,"4,740","9,707","3,998",0,"1,776",0,0,"14,447",0,0,0,0,0,0,0
E14000674,E12000007,Ealing Central and Acton,London,London,England,Borough,13/12/2019 02:11,Rupa,Huq,Female,Lab hold,Lab,Con,"75,510","54,807",162,"28,132",51.3%,"13,300","14,832","28,132","9,444",664,"1,735",0,0,0,0,0,0,0,0,0
E14000675,E12000007,Ealing North,London,London,England,Borough,13/12/2019 02:16,James,Murray,Male,Lab hold,Lab,Con,"74,473","49,631",224,"28,036",56.5%,"12,269","15,767","28,036","4,370",0,"1,458",0,0,0,0,0,0,0,0,0
E14000676,E12000007,"Ealing, Southall",London,London,England,Borough,13/12/2019 02:44,Virendra,Sharma,Male,Lab hold,Lab,Con,"64,581","42,217",203,"25,678",60.8%,"16,084","9,594","25,678","3,933",867,"1,688",0,0,0,0,0,0,0,457,0
E14000677,E12000001,Easington,Durham,North East,England,County,13/12/2019 03:21,Grahame,Morris,Male,Lab hold,Lab,Con,"61,182","34,583",122,"15,723",45.5%,"6,581","9,142","15,723","1,526","6,744",0,0,0,0,0,0,0,0,"1,448",0
N06000005,N92000002,East Antrim,Northern Ireland,Northern Ireland,Northern Ireland,County,13/12/2019 03:21,Sammy,Wilson,Male,DUP hold,DUP,APNI,"64,830","37,261",170,"16,871",45.3%,"6,706","1,043",0,0,0,685,0,0,"16,871","2,120",902,"5,475","10,165",0,0
E14000684,E12000008,Eastbourne,East Sussex,South East,England,Borough,13/12/2019 02:59,Caroline,Ansell,Female,Con gain from LD,Con,LD,"79,307","55,134",121,"26,951",48.9%,"4,331","26,951","3,848","22,620","1,530",0,0,0,0,0,0,0,0,185,0
E14000678,E12000009,East Devon,Devon,South West,England,County,13/12/2019 04:58,Simon,Jupp,Male,Con hold,Con,Ind,"87,168","64,073",150,"32,577",50.8%,"6,708","32,577","2,870","1,771",0,711,0,0,0,0,0,0,0,"26,144",0
S14000018,S92000003,East Dunbartonshire,Scotland,Scotland,Scotland,County,13/12/2019 03:44,Amy,Callaghan,Female,SNP gain from LD,SNP,LD,"66,075","53,031",80,"19,672",37.1%,149,"7,455","4,839","19,523",0,916,"19,672",0,0,0,0,0,0,626,0
E14000679,E12000007,East Ham,London,London,England,Borough,13/12/2019 03:35,Stephen,Timms,Male,Lab hold,Lab,Con,"88,319","54,628",174,"41,703",76.3%,"33,176","8,527","41,703","2,158","1,107",883,0,0,0,0,0,0,0,250,0
E14000680,E12000008,East Hampshire,Hampshire,South East,England,County,13/12/2019 03:16,Damian,Hinds,Male,Con hold,Con,LD,"76,478","56,895",199,"33,446",58.8%,"19,696","33,446","6,287","13,750",0,"2,600",0,0,0,0,0,0,0,812,0
S14000019,S92000003,"East Kilbride, Strathaven and Lesmahagow",Scotland,Scotland,Scotland,County,13/12/2019 02:34,Lisa,Cameron,Female,SNP hold,SNP,Lab,"81,224","56,337",137,"26,113",46.4%,"13,322","11,961","12,791","3,760",0,"1,153","26,113",0,0,0,0,0,0,559,0
E14000685,E12000008,Eastleigh,Hampshire,South East,England,Borough,13/12/2019 02:33,Paul,Holmes,Male,Con hold,Con,LD,"83,880","58,971",186,"32,690",55.4%,"15,607","32,690","7,559","17,083",0,"1,639",0,0,0,0,0,0,0,0,0
