ONS ID,ONS region ID,Constituency name,County name,Region name,Country name,MemberFirstName,MemberSurname,Member gender,Result,First party,Second party,Electorate,Valid votes,Invalid votes,Majority,FormulaWonVotes,FormulaWonShare,WinningVotes,WinningVoteShare,Con,Lab,LD,RUK,Green,SNP,PC,DUP,SF,SDLP,UUP,APNI,All other candidates,Of which other winner
E14001524,E12000005,Stourbridge,,West Midlands,England,Cat,Eccles,Female,Lab gain from Con,Lab,Con,68311,39878,113,3073,15338,38.5%,15338,38.5%,12265,15338,1607,7869,1732,0,0,0,0,0,0,0,1067,0
N05000016,N92000002,Strangford,,Northern Ireland,Northern Ireland,Jim,Shannon,Male,DUP hold,DUP,APNI,74525,38909,135,5131,15559,40.0%,15559,40.0%,146,0,0,0,703,0,0,15559,2793,1783,3941,10428,3556,0
E14001525,E12000007,Stratford and Bow,,London,England,Uma,Kumaran,Female,Lab hold,Lab,Green,80735,43435,287,11634,19145,44.1%,19145,44.1%,3114,19145,1926,2093,7511,0,0,0,0,0,0,0,9646,0
E14001526,E12000005,Stratford-on-Avon,,West Midlands,England,Manuela,Perteghella,Female,LD gain from Con,LD,Con,75714,52959,179,7122,23450,44.3%,23450,44.3%,16328,3753,23450,7753,1197,0,0,0,0,0,0,0,478,0
E14001527,E12000007,Streatham and Croydon North,,London,England,Steve,Reed,Male,Lab hold,Lab,Green,82829,44553,190,15603,23232,52.1%,23232,52.1%,5328,23232,5031,1994,7629,0,0,0,0,0,0,0,1339,0
E14001528,E12000002,Stretford and Urmston,,North West,England,Andrew,Western,Male,Lab hold,Lab,Con,75153,46002,168,16150,22642,49.2%,22642,49.2%,6492,22642,2216,5485,4398,0,0,0,0,0,0,0,4769,0
E14001529,E12000009,Stroud,,South West,England,Simon,Opher,Male,Lab gain from Con,Lab,Con,77905,55221,227,11388,25607,46.4%,25607,46.4%,14219,25607,2913,6329,5729,0,0,0,0,0,0,0,424,0
E14001530,E12000006,Suffolk Coastal,,East of England,England,Jenny,Riddell-Carpenter,Female,Lab gain from Con,Lab,Con,74522,49451,189,1070,15672,31.7%,15672,31.7%,14602,15672,6947,7850,4380,0,0,0,0,0,0,0,0,0
E14001531,E12000001,Sunderland Central,,North East,England,Lewis,Atkinson,Male,Lab hold,Lab,RUK,76145,39957,99,6073,16852,42.2%,16852,42.2%,5731,16852,3602,10779,2993,0,0,0,0,0,0,0,0,0
E14001532,E12000008,Surrey Heath,,South East,England,Al,Pinkerton,Male,LD gain from Con,LD,Con,71934,47788,140,5640,21387,44.8%,21387,44.8%,15747,3148,21387,6252,1162,0,0,0,0,0,0,0,92,0
E14001533,E12000008,Sussex Weald,,South East,England,Nus,Ghani,Female,Con hold,Con,LD,72885,49175,190,6842,16758,34.1%,16758,34.1%,16758,8239,9916,8920,3762,0,0,0,0,0,0,0,1580,0
E14001534,E12000007,Sutton and Cheam,,London,England,Luke,Taylor,Male,LD gain from Con,LD,Con,72303,47606,139,3801,17576,36.9%,17576,36.9%,13775,8430,17576,5787,1721,0,0,0,0,0,0,0,317,0
E14001535,E12000005,Sutton Coldfield,,West Midlands,England,Andrew,Mitchell,Male,Con hold,Con,Lab,74080,48333,172,2543,18502,38.3%,18502,38.3%,18502,15959,2587,8213,2419,0,0,0,0,0,0,0,653,0
W07000108,W92000004,Swansea West,,Wales,Wales,Torsten,Bell,Male,Lab hold,Lab,RUK,74236,35657,130,8515,14761,41.4%,14761,41.4%,3536,14761,4367,6246,2305,0,4105,0,0,0,0,0,337,0
E14001536,E12000009,Swindon North,,South West,England,Will,Stone,Male,Lab gain from Con,Lab,Con,73224,44165,124,4103,17930,40.6%,17930,40.6%,13827,17930,2086,7557,2366,0,0,0,0,0,0,0,399,0
E14001537,E12000009,Swindon South,,South West,England,Heidi,Alexander,Female,Lab gain from Con,Lab,Con,72575,44794,147,9606,21676,48.4%,21676,48.4%,12070,21676,1843,6194,2539,0,0,0,0,0,0,0,472,0
E14001538,E12000005,Tamworth,,West Midlands,England,Sarah,Edwards,Female,Lab gain from Con,Lab,Con,75055,43788,116,1382,15338,35.0%,15338,35.0%,13956,15338,1451,11004,1579,0,0,0,0,0,0,0,460,0
E14001539,E12000002,Tatton,,North West,England,Esther,McVey,Female,Con hold,Con,Lab,74237,51909,198,1136,19956,38.4%,19956,38.4%,19956,18820,4614,5948,2571,0,0,0,0,0,0,0,0,0
E14001540,E12000009,Taunton and Wellington,,South West,England,Gideon,Amos,Male,LD gain from Con,LD,Con,78680,50294,167,11939,24331,48.4%,24331,48.4%,12392,3552,24331,8053,1832,0,0,0,0,0,0,0,134,0
E14001541,E12000005,Telford,,West Midlands,England,Shaun,Davies,Male,Lab gain from Con,Lab,RUK,73808,40730,148,8102,18212,44.7%,18212,44.7%,8728,18212,1560,10110,2120,0,0,0,0,0,0,0,0,0
E14001542,E12000009,Tewkesbury,,South West,England,Cameron,Thomas,Male,LD gain from Con,LD,Con,73458,48539,150,6262,20730,42.7%,20730,42.7%,14468,4298,20730,6000,2873,0,0,0,0,0,0,0,170,0
E14001543,E12000005,The Wrekin,,West Midlands,England,Mark,Pritchard,Male,Con hold,Con,Lab,78942,50020,163,883,16320,32.6%,16320,32.6%,16320,15437,4757,9920,3028,0,0,0,0,0,0,0,558,0
E14001544,E12000003,Thirsk and Malton,,Yorkshire and The Humber,England,Kevin,Hollinrake,Male,Con hold,Con,Lab,78468,49797,169,7550,19544,39.2%,19544,39.2%,19544,11994,5379,8963,2986,0,0,0,0,0,0,0,931,0
E14001545,E12000009,Thornbury and Yate,,South West,England,Claire,Young,Female,LD gain from Con,LD,Con,78192,53367,148,3014,20815,39.0%,20815,39.0%,17801,5057,20815,7529,2165,0,0,0,0,0,0,0,0,0
E14001546,E12000006,Thurrock,,East of England,England,Jen,Craft,Female,Lab gain from Con,Lab,RUK,73392,37558,97,6474,16050,42.7%,16050,42.7%,8009,16050,1157,9576,1632,0,0,0,0,0,0,0,1134,0
E14001547,E12000005,Tipton and Wednesbury,,West Midlands,England,Antonia,Bance,Female,Lab gain from Con,Lab,Con,74098,31850,139,3385,11755,36.9%,11755,36.9%,8370,11755,592,8019,1509,0,0,0,0,0,0,0,1605,0
E14001548,E12000009,Tiverton and Minehead,,South West,England,Rachel,Gilmour,Female,LD gain from Con,LD,Con,72087,47491,197,3507,18326,38.6%,18326,38.6%,14819,4325,18326,7787,2234,0,0,0,0,0,0,0,0,0
E14001549,E12000008,Tonbridge,,South East,England,Tom,Tugendhat,Male,Con hold,Con,Lab,72799,50328,150,11166,20517,40.8%,20517,40.8%,20517,9351,4234,7548,7596,0,0,0,0,0,0,0,1082,0
E14001550,E12000007,Tooting,,London,England,Rosena,Allin-Khan,Female,Lab hold,Lab,Con,76168,52943,255,19487,29209,55.2%,29209,55.2%,9722,29209,4438,2546,5672,0,0,0,0,0,0,0,1356,0
E14001551,E12000009,Torbay,,South West,England,Steve,Darling,Male,LD gain from Con,LD,Con,76185,46115,110,5349,18937,41.1%,18937,41.1%,13588,3276,18937,8660,1420,0,0,0,0,0,0,0,234,0
W07000109,W92000004,Torfaen,,Wales,Wales,Nick,Thomas-Symonds,Male,Lab hold,Lab,RUK,71738,35705,117,7322,15176,42.5%,15176,42.5%,5737,15176,1644,7854,1705,0,2571,0,0,0,0,0,1018,0
E14001552,E12000009,Torridge and Tavistock,,South West,England,Geoffrey,Cox,Male,Con hold,Con,LD,74727,50820,170,3950,16049,31.6%,16049,31.6%,16049,10765,12099,9152,2350,0,0,0,0,0,0,0,405,0
E14001553,E12000007,Tottenham,,London,England,David,Lammy,Male,Lab hold,Lab,Green,75906,40148,250,15434,23066,57.5%,23066,57.5%,2320,23066,1928,1602,7632,0,0,0,0,0,0,0,3600,0
E14001554,E12000009,Truro and Falmouth,,South West,England,Jayne,Kirkham,Female,Lab gain from Con,Lab,Con,72982,50264,163,8151,20783,41.3%,20783,41.3%,12632,20783,6552,6163,3470,0,0,0,0,0,0,0,664,0
E14001555,E12000008,Tunbridge Wells,,South East,England,Mike,Martin,Male,LD gain from Con,LD,Con,78738,54250,191,8687,23661,43.6%,23661,43.6%,14974,6178,23661,6484,2344,0,0,0,0,0,0,0,609,0
E14001556,E12000007,Twickenham,,London,England,Munira,Wilson,Female,LD hold,LD,Con,74980,53635,226,21457,30185,56.3%,30185,56.3%,8728,6693,30185,4092,3590,0,0,0,0,0,0,0,347,0
E14001557,E12000001,Tynemouth,,North East,England,Alan,Campbell,Male,Lab hold,Lab,Con,73194,48418,136,15455,24491,50.6%,24491,50.6%,9036,24491,2709,7392,3592,0,0,0,0,0,0,0,1198,0
N05000017,N92000002,Upper Bann,,Northern Ireland,Northern Ireland,Carla,Lockhart,Female,DUP hold,DUP,SF,81249,47358,241,7406,21642,45.7%,21642,45.7%,0,0,0,0,0,0,0,21642,14236,1496,3662,6322,0,0
E14001558,E12000007,Uxbridge and South Ruislip,,London,England,Danny,Beales,Male,Lab gain from Con,Lab,Con,74745,45914,175,587,16599,36.2%,16599,36.2%,16012,16599,1752,6610,4354,0,0,0,0,0,0,0,587,0
W07000110,W92000004,Vale of Glamorgan,,Wales,Wales,Kanishka,Narayan,Male,Lab gain from Con,Lab,Con,74465,45826,139,4216,17740,38.7%,17740,38.7%,13524,17740,1612,6973,1881,0,3245,0,0,0,0,0,851,0
E14001559,E12000007,Vauxhall and Camberwell Green,,London,England,Florence,Eshalomi,Female,Lab hold,Lab,Green,77527,37536,261,15112,21528,57.4%,21528,57.4%,2809,21528,4549,2033,6416,0,0,0,0,0,0,0,201,0
E14001560,E12000003,Wakefield and Rothwell,,Yorkshire and The Humber,England,Simon,Lightwood,Male,Lab gain from Con,Lab,RUK,75067,40656,112,9346,17773,43.7%,17773,43.7%,7322,17773,3249,8427,2389,0,0,0,0,0,0,0,1496,0
E14001561,E12000002,Wallasey,,North West,England,Angela,Eagle,Female,Lab hold,Lab,RUK,74082,42746,168,17996,24674,57.7%,24674,57.7%,4987,24674,1843,6678,3905,0,0,0,0,0,0,0,659,0
E14001562,E12000005,Walsall and Bloxwich,,West Midlands,England,Valerie,Vaz,Female,Lab gain from Con,Lab,Ind,74951,37191,141,4914,12514,33.6%,12514,33.6%,6679,12514,817,7293,2288,0,0,0,0,0,0,0,7600,0
E14001563,E12000007,Walthamstow,,London,England,Stella,Creasy,Female,Lab hold,Lab,Green,74474,45668,255,17996,27172,59.5%,27172,59.5%,2353,27172,1736,1836,9176,0,0,0,0,0,0,0,3395,0
E14001564,E12000002,Warrington North,,North West,England,Charlotte,Nichols,Female,Lab hold,Lab,RUK,70601,40041,125,9190,18730,46.8%,18730,46.8%,6486,18730,2737,9540,1889,0,0,0,0,0,0,0,659,0
E14001565,E12000002,Warrington South,,North West,England,Sarah,Hall,Female,Lab hold,Lab,Con,78394,49672,192,11340,23201,46.7%,23201,46.7%,11861,23201,3829,7913,2313,0,0,0,0,0,0,0,555,0
E14001566,E12000005,Warwick and Leamington,,West Midlands,England,Matt,Western,Male,Lab hold,Lab,Con,76294,49198,245,12412,23975,48.7%,23975,48.7%,11563,23975,3881,5154,4471,0,0,0,0,0,0,0,154,0
E14001567,E12000001,Washington and Gateshead South,,North East,England,Sharon,Hodgson,Female,Lab hold,Lab,RUK,70972,37021,100,6913,17682,47.8%,17682,47.8%,4654,17682,1602,10769,1687,0,0,0,0,0,0,0,627,0
E14001568,E12000006,Watford,,East of England,England,Matt,Turmaine,Male,Lab gain from Con,Lab,Con,73100,44455,192,4723,15708,35.3%,15708,35.3%,10985,15708,7577,4930,2428,0,0,0,0,0,0,0,2827,0
E14001569,E12000006,Waveney Valley,,East of England,England,Adrian,Ramsay,Male,Green gain from Con,Green,Con,73056,49072,131,5594,20467,41.7%,20467,41.7%,14873,4621,1214,7779,20467,0,0,0,0,0,0,0,118,0
E14001570,E12000008,Weald of Kent,,South East,England,Katie,Lam,Female,Con hold,Con,Lab,75987,50712,257,8422,20202,39.8%,20202,39.8%,20202,11780,3975,10208,4547,0,0,0,0,0,0,0,0,0
E14001571,E12000004,Wellingborough and Rushden,,East Midlands,England,Gen,Kitchen,Female,Lab gain from Con,Lab,Con,77542,43985,145,5486,17734,40.3%,17734,40.3%,12248,17734,1570,9456,2704,0,0,0,0,0,0,0,273,0
E14001572,E12000009,Wells and Mendip Hills,,South West,England,Tessa,Munt,Female,LD gain from Con,LD,Con,73538,50368,149,11121,23622,46.9%,23622,46.9%,12501,3527,23622,6611,2068,0,0,0,0,0,0,0,2039,0
E14001573,E12000006,Welwyn Hatfield,,East of England,England,Andrew,Lewin,Male,Lab gain from Con,Lab,Con,75259,48455,192,3799,19877,41.0%,19877,41.0%,16078,19877,3117,6397,2986,0,0,0,0,0,0,0,0,0
S14000111,S92000003,West Aberdeenshire and Kincardine,,Scotland,Scotland,Andrew,Bowie,Male,Con hold,Con,SNP,72994,48958,161,3441,17428,35.6%,17428,35.6%,17428,6397,6342,3497,1032,13987,0,0,0,0,0,0,275,0
E14001574,E12000005,West Bromwich,,West Midlands,England,Sarah,Coombes,Female,Lab gain from Con,Lab,Con,74025,36481,136,9554,16872,46.2%,16872,46.2%,7318,16872,1314,7101,2036,0,0,0,0,0,0,0,1840,0
E14001575,E12000009,West Dorset,,South West,England,Edward,Morello,Male,LD gain from Con,LD,Con,75998,52605,618,7789,26999,51.3%,26999,51.3%,19210,3086,26999,0,2288,0,0,0,0,0,0,0,1022,0
S14000106,S92000003,West Dunbartonshire,,Scotland,Scotland,Douglas,McAllister,Male,Lab gain from SNP,Lab,SNP,69074,39584,123,6010,19312,48.8%,19312,48.8%,1474,19312,839,2770,1496,13302,0,0,0,0,0,0,391,0
E14001576,E12000007,West Ham and Beckton,,London,England,James,Asser,Male,Lab hold,Lab,NIP,78964,36348,149,9254,16434,45.2%,16434,45.2%,3781,16434,1606,2800,3897,0,0,0,0,0,0,0,7830,0
E14001577,E12000002,West Lancashire,,North West,England,Ashley,Dalton,Female,Lab hold,Lab,Con,74081,44200,224,13625,22305,50.5%,22305,50.5%,8680,22305,2043,7909,3263,0,0,0,0,0,0,0,0,0
E14001578,E12000006,West Suffolk,,East of England,England,Nick,Timothy,Male,Con hold,Con,Lab,77145,46161,173,3247,15814,34.3%,15814,34.3%,15814,12567,4284,9623,2910,0,0,0,0,0,0,0,963,0
N05000018,N92000002,West Tyrone,,Northern Ireland,Northern Ireland,Órfhlaith,Begley,Female,SF hold,SF,DUP,74269,43695,262,15917,22711,52.0%,22711,52.0%,91,0,0,0,0,0,0,6794,22711,5821,2683,2287,3308,0
E14001579,E12000005,West Worcestershire,,West Midlands,England,Harriett,Baldwin,Female,Con hold,Con,LD,79246,54687,191,6547,19783,36.2%,19783,36.2%,19783,8335,13236,7902,5068,0,0,0,0,0,0,0,363,0
E14001580,E12000002,Westmorland and Lonsdale,,North West,England,Tim,Farron,Male,LD gain from Con,LD,Con,72029,49533,115,21472,31061,62.7%,31061,62.7%,9589,2306,31061,4842,1486,0,0,0,0,0,0,0,249,0
E14001581,E12000009,Weston-super-Mare,,South West,England,Daniel,Aldridge,Male,Lab gain from Con,Lab,Con,71396,42390,143,4409,16310,38.5%,16310,38.5%,11901,16310,3756,7735,2688,0,0,0,0,0,0,0,0,0
E14001582,E12000003,Wetherby and Easingwold,,Yorkshire and The Humber,England,Alec,Shelbrooke,Male,Con hold,Con,Lab,74314,52259,171,4846,20597,39.4%,20597,39.4%,20597,15751,3351,7288,4529,0,0,0,0,0,0,0,743,0
E14001583,E12000002,Whitehaven and Workington,,North West,England,Josh,MacAlister,Male,Lab gain from Con,Lab,RUK,73198,41840,159,13286,22173,53.0%,22173,53.0%,8455,22173,1118,8887,1207,0,0,0,0,0,0,0,0,0
E14001584,E12000002,Widnes and Halewood,,North West,England,Derek,Twigg,Male,Lab hold,Lab,RUK,70161,38116,95,16425,23484,61.6%,23484,61.6%,3507,23484,1593,7059,2058,0,0,0,0,0,0,0,415,0
E14001585,E12000002,Wigan,,North West,England,Lisa,Nandy,Female,Lab hold,Lab,RUK,77538,40899,124,9549,19401,47.4%,19401,47.4%,4310,19401,1692,9852,1629,0,0,0,0,0,0,0,4015,0
E14001586,E12000007,Wimbledon,,London,England,Paul,Kohler,Male,LD gain from Con,LD,Con,76334,54985,171,12610,24790,45.1%,24790,45.1%,12180,11733,24790,3221,2442,0,0,0,0,0,0,0,619,0
E14001587,E12000008,Winchester,,South East,England,Danny,Chambers,Male,LD gain from Con,LD,Con,78289,57076,185,13821,29939,52.5%,29939,52.5%,16118,3023,29939,4797,2740,0,0,0,0,0,0,0,459,0
E14001588,E12000008,Windsor,,South East,England,Jack,Rankin,Male,Con hold,Con,Lab,73334,45246,173,6457,16483,36.4%,16483,36.4%,16483,10026,9539,4660,2288,0,0,0,0,0,0,0,2250,0
E14001589,E12000002,Wirral West,,North West,England,Matthew,Patrick,Male,Lab hold,Lab,Con,72838,49951,187,9998,23156,46.4%,23156,46.4%,13158,23156,3055,6422,4160,0,0,0,0,0,0,0,0,0
E14001590,E12000006,Witham,,East of England,England,Priti,Patel,Female,Con hold,Con,Lab,78991,50603,171,5145,18827,37.2%,18827,37.2%,18827,13682,3439,9870,3539,0,0,0,0,0,0,0,1246,0
E14001591,E12000008,Witney,,South East,England,Charles,Maynard,Male,LD gain from Con,LD,Con,75448,50584,158,4339,20832,41.2%,20832,41.2%,16493,4773,20832,6307,1661,0,0,0,0,0,0,0,518,0
E14001592,E12000008,Woking,,South East,England,Will,Forster,Male,LD gain from Con,LD,Con,72969,48145,171,11246,24019,49.9%,24019,49.9%,12773,4444,24019,4888,1853,0,0,0,0,0,0,0,168,0
E14001593,E12000008,Wokingham,,South East,England,Clive,Jones,Male,LD gain from Con,LD,Con,75082,53999,199,8345,25743,47.7%,25743,47.7%,17398,3631,25743,5274,1953,0,0,0,0,0,0,0,0,0
E14001594,E12000005,Wolverhampton North East,,West Midlands,England,Sureena,Brackenridge,Female,Lab gain from Con,Lab,Con,70715,33289,107,5422,14282,42.9%,14282,42.9%,8860,14282,1002,7721,1424,0,0,0,0,0,0,0,0,0
E14001595,E12000005,Wolverhampton South East,,West Midlands,England,Pat,McFadden,Male,Lab hold,Lab,RUK,77473,33382,129,9188,16800,50.3%,16800,50.3%,5654,16800,758,7612,1643,0,0,0,0,0,0,0,915,0
E14001596,E12000005,Wolverhampton West,,West Midlands,England,Warinder,Juss,Male,Lab gain from Con,Lab,Con,77851,43657,153,7868,19331,44.3%,19331,44.3%,11463,19331,1376,6078,2550,0,0,0,0,0,0,0,2859,0
E14001597,E12000005,Worcester,,West Midlands,England,Tom,Collins,Male,Lab gain from Con,Lab,Con,74931,46036,179,7116,18622,40.5%,18622,40.5%,11506,18622,3986,6723,4789,0,0,0,0,0,0,0,410,0
E14001598,E12000002,Worsley and Eccles,,North West,England,Michael,Wheeler,Male,Lab hold,Lab,RUK,78643,42543,164,11091,20277,47.7%,20277,47.7%,6791,20277,1851,9186,3283,0,0,0,0,0,0,0,1155,0
E14001599,E12000008,Worthing West,,South East,England,Beccy,Cooper,Female,Lab gain from Con,Lab,Con,77039,50997,178,3949,20519,40.2%,20519,40.2%,16570,20519,2708,7562,3274,0,0,0,0,0,0,0,364,0
W07000111,W92000004,Wrexham,,Wales,Wales,Andrew,Ranger,Male,Lab gain from Con,Lab,Con,70269,40373,128,5948,15836,39.2%,15836,39.2%,9888,15836,1777,6915,1339,0,4138,0,0,0,0,0,480,0
E14001600,E12000008,Wycombe,,South East,England,Emma,Reynolds,Female,Lab gain from Con,Lab,Con,73415,44637,174,4591,16035,35.9%,16035,35.9%,11444,16035,4236,4769,2193,0,0,0,0,0,0,0,5960,0
E14001601,E12000005,Wyre Forest,,West Midlands,England,Mark,Garnier,Male,Con hold,Con,Lab,77329,45158,137,812,14489,32.1%,14489,32.1%,14489,13677,2809,9682,2443,0,0,0,0,0,0,0,2058,0
E14001602,E12000002,Wythenshawe and Sale East,,North West,England,Mike,Kane,Male,Lab hold,Lab,RUK,77767,39132,142,14610,20596,52.6%,20596,52.6%,5392,20596,1985,5986,4133,0,0,0,0,0,0,0,1040,0
E14001603,E12000009,Yeovil,,South West,England,Adam,Dance,Male,LD gain from Con,LD,Con,79918,48952,109,12268,23765,48.5%,23765,48.5%,11497,3002,23765,7677,2403,0,0,0,0,0,0,0,608,0
W07000112,W92000004,Ynys Môn,,Wales,Wales,Llinos,Medi,Female,PC gain from Con,PC,Con,53141,32628,79,637,10590,32.5%,10590,32.5%,9953,7619,439,3223,604,0,10590,0,0,0,0,0,200,0
E14001604,E12000003,York Central,,Yorkshire and The Humber,England,Rachael,Maskell,Female,Lab hold,Lab,Con,79557,43323,228,19154,24537,56.6%,24537,56.6%,5383,24537,3051,4721,5185,0,0,0,0,0,0,0,446,0
E14001605,E12000003,York Outer,,Yorkshire and The Humber,England,Luke,Charters,Male,Lab gain from Con,Lab,Con,76228,51106,184,9391,23161,45.3%,23161,45.3%,13770,23161,5496,5912,2212,0,0,0,0,0,0,0,555,0
